name,color,description,Tassel Color 1,Tassel Color 2,Tassel Color 3
Matte Purple Faculty Staff Graduation Cap- Gown & Tassel,Purple,&bull; Gown manufactured with premium quality purple non-see through material&bull; Comes with pleated front and ruched back&bull; Front zipper in matching color&bull; Graduation package comes with traditional mortarboard cap and tassel&bull; Reinforced stitching on both cap and gown ensures durability&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Purple Technical and Vocational Graduation Cap- Gown & Tassel,Purple,&bull; Gown manufactured with premium quality purple non-see through material&bull; Comes with pleated front and ruched back&bull; Front zipper in matching color&bull; Graduation package comes with traditional mortarboard cap and tassel&bull; Reinforced stitching on both cap and gown ensures durability&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Purple College and University Graduation Cap- Gown & Tassel,Purple,&bull; Gown manufactured with premium quality purple non-see through material&bull; Comes with pleated front and ruched back&bull; Front zipper in matching color&bull; Graduation package comes with traditional mortarboard cap and tassel&bull; Reinforced stitching on both cap and gown ensures durability&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Purple Bachelor Graduation Cap- Gown & Tassel,Purple,&bull; Gown manufactured with premium quality purple non-see through material&bull; Comes with pleated front and ruched back&bull; Front zipper in matching color&bull; Graduation package comes with traditional mortarboard cap and tassel&bull; Reinforced stitching on both cap and gown ensures durability&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold Elementary Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold Middle School and Junior High Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold High School Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold Faculty Staff Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold Technical and Vocational Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold College and University Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Gold Bachelor Graduation Cap- Gown & Tassel,Gold,&bull; Graduation gown in classic full-length design&bull; Made with matte high-quality non-see through fabric in gold&bull; Pleated front and ruched back allows for a comfortable fit&bull; Easy to wear with front color matched zipper&bull; Set comes with traditional mortarboard cap with tassel&bull; Durability due to reinforced stitching for both cap and gown&bull; Cap comes in one-size fits-all design&bull; Year drop charm on tassel included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red Elementary Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red Middle School and Junior High Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red High School Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red Faculty Staff Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red Technical and Vocational Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red College and University Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Red Bachelor Graduation Cap- Gown & Tassel,Red,&bull; Graduation apparel crafted using matte red non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon Elementary Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon Middle School and Junior High Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon High School Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon Faculty Staff Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon Technical and Vocational Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon College and University Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Maroon Bachelor Graduation Cap- Gown & Tassel,Maroon,&bull; Gown made with matte maroon non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green Elementary Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green Middle School and Junior High Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green High School Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green Faculty Staff Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green Technical and Vocational Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green College and University Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Green Bachelor Graduation Cap- Gown & Tassel,Green,&bull; Gown made with matte green non-see through fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Matte Emerald Green Elementary Graduation Cap- Gown & Tassel,Green,&bull; Graduation apparel crafted using matte emerald green non-see through fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
